WOA_measurement_Species_Plant_Leaf	Rownames	Measurement	Family	Species	Species_short	Gender	Plant	GF	VPL	LL	LW	LA	LV	LLSH	SHL	CSW	CH	MEX	ML	MH	MW	MA	MTC	CS	CL	CW	CA	CV	MV	LVTMV	LVTMVP	LDMC	SLA	DSLM	FSLM	VPL-W	C-W	FLM-W	DLM-W	FSLM-W	DSLM-W	FWPM-W	DWPM-W	FSM-W	DSM-W	BL-W	BSP-W	LDMC-W	CL-C	CW-C	CH-C
WOA_microscopy_Brachythecium.rutabulum_Plant1_Leaf2_Cell3	B. rutabulum_c7	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 1	pleurocarp																prosenchymatic																									69.586	8.062	22.125
WOA_microscopy_Brachythecium.rutabulum_Plant1_Leaf2_Cell_Average	B. rutabulum_c8	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 1	pleurocarp																prosenchymatic																									72.218	6.817	29.984
WOA_microscopy_Brachythecium.rutabulum_Plant1_Leaf3_Cell1	B. rutabulum_c9	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 1	pleurocarp																prosenchymatic																									78.392	6.212	36.610
WOA_microscopy_Brachythecium.rutabulum_Plant1_Leaf3_Cell2	B. rutabulum_c10	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 1	pleurocarp																prosenchymatic																									80.458	7.202	31.217
WOA_microscopy_Brachythecium.rutabulum_Plant1_Leaf3_Cell3	B. rutabulum_c11	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 1	pleurocarp																prosenchymatic																									110.031	10.081	22.125
WOA_microscopy_Brachythecium.rutabulum_Plant1_Leaf3_Cell_Average	B. rutabulum_c12	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 1	pleurocarp																prosenchymatic																									89.627	7.832	29.984
WOA_microscopy_Brachythecium.rutabulum_Plant2_Leaf1_Cell1	B. rutabulum_c13	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 2	pleurocarp																prosenchymatic																									84.662	5.436	36.610
WOA_microscopy_Brachythecium.rutabulum_Plant2_Leaf1_Cell2	B. rutabulum_c14	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 2	pleurocarp																prosenchymatic																									90.923	6.341	31.217
WOA_microscopy_Brachythecium.rutabulum_Plant2_Leaf1_Cell3	B. rutabulum_c15	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 2	pleurocarp																prosenchymatic																									70.419	5.342	22.125
WOA_microscopy_Brachythecium.rutabulum_Plant2_Leaf1_Cell_Average	B. rutabulum_c16	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 2	pleurocarp																prosenchymatic																									82.001	5.706	29.984
WOA_microscopy_Brachythecium.rutabulum_Plant2_Leaf2_Cell1	B. rutabulum_c17	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 2	pleurocarp																prosenchymatic																									71.512	4.844	36.610
WOA_microscopy_Brachythecium.rutabulum_Plant2_Leaf2_Cell2	B. rutabulum_c18	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 2	pleurocarp																prosenchymatic																									95.771	6.420	31.217
WOA_microscopy_Brachythecium.rutabulum_Plant2_Leaf2_Cell3	B. rutabulum_c19	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 2	pleurocarp																prosenchymatic																									94.03	7.487	22.125
WOA_microscopy_Brachythecium.rutabulum_Plant2_Leaf2_Cell_Average	B. rutabulum_c20	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 2	pleurocarp																prosenchymatic																									87.104	6.250	29.984
WOA_microscopy_Brachythecium.rutabulum_Plant2_Leaf3_Cell1	B. rutabulum_c21	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 2	pleurocarp																prosenchymatic																									109.793	5.294	36.610
WOA_microscopy_Brachythecium.rutabulum_Plant2_Leaf3_Cell2	B. rutabulum_c22	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 2	pleurocarp																prosenchymatic																									95.391	5.294	31.217
WOA_microscopy_Brachythecium.rutabulum_Plant2_Leaf3_Cell3	B. rutabulum_c23	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 2	pleurocarp																prosenchymatic																									61.477	5.753	22.125
WOA_microscopy_Brachythecium.rutabulum_Plant2_Leaf3_Cell_Average	B. rutabulum_c24	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 2	pleurocarp																prosenchymatic																									88.887	5.447	29.984
WOA_microscopy_Brachythecium.rutabulum_Plant3_Leaf1_Cell1	B. rutabulum_c25	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 3	pleurocarp																prosenchymatic																									109.531	7.867	36.610
WOA_microscopy_Brachythecium.rutabulum_Plant3_Leaf1_Cell2	B. rutabulum_c26	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 3	pleurocarp																prosenchymatic																									76.86	5.036	31.217
WOA_microscopy_Brachythecium.rutabulum_Plant3_Leaf1_Cell3	B. rutabulum_c27	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 3	pleurocarp																prosenchymatic																									76.222	6.804	22.125
WOA_microscopy_Brachythecium.rutabulum_Plant3_Leaf1_Cell_Average	B. rutabulum_c28	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 3	pleurocarp																prosenchymatic																									87.538	6.569	29.984
WOA_microscopy_Brachythecium.rutabulum_Plant3_Leaf2_Cell1	B. rutabulum_c29	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 3	pleurocarp																prosenchymatic																									82.189	8.730	36.610
WOA_microscopy_Brachythecium.rutabulum_Plant3_Leaf2_Cell2	B. rutabulum_c30	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 3	pleurocarp																prosenchymatic																									82.537	6.841	31.217
WOA_microscopy_Brachythecium.rutabulum_Plant3_Leaf2_Cell3	B. rutabulum_c31	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 3	pleurocarp																prosenchymatic																									74.784	7.571	22.125
WOA_microscopy_Brachythecium.rutabulum_Plant3_Leaf2_Cell_Average	B. rutabulum_c32	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 3	pleurocarp																prosenchymatic																									79.837	7.714	29.984
WOA_microscopy_Brachythecium.rutabulum_Plant3_Leaf3_Cell1	B. rutabulum_c33	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 3	pleurocarp																prosenchymatic																									76.351	7.410	36.610
WOA_microscopy_Brachythecium.rutabulum_Plant3_Leaf3_Cell2	B. rutabulum_c34	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 3	pleurocarp																prosenchymatic																									97.133	7.818	31.217
WOA_microscopy_Brachythecium.rutabulum_Plant3_Leaf3_Cell3	B. rutabulum_c35	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 3	pleurocarp																prosenchymatic																									78.676	7.167	22.125
WOA_microscopy_Brachythecium.rutabulum_Plant3_Leaf3_Cell_Average	B. rutabulum_c36	cell	Brachytheciaceae	Brachythecium rutabulum	B. rutabulum	none	Plant 3	pleurocarp																prosenchymatic																									84.053	7.465	29.984
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant1_Leaf1_Cell1	R. squarrosus_c1	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 1	pleurocarp																prosenchymatic																									50.82	4.674	9.117
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant1_Leaf1_Cell2	R. squarrosus_c2	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 1	pleurocarp																prosenchymatic																									57.346	5.753	7.307
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant1_Leaf1_Cell3	R. squarrosus_c3	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 1	pleurocarp																prosenchymatic																									46.77	7.69	8.314
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant1_Leaf1_Cell_Average	R. squarrosus_c4	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 1	pleurocarp																prosenchymatic																									51.645	6.039	8.246
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant1_Leaf2_Cell1	R. squarrosus_c5	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 1	pleurocarp																prosenchymatic																									45.763	4.674	9.117
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant1_Leaf2_Cell2	R. squarrosus_c6	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 1	pleurocarp																prosenchymatic																									64.756	5.927	7.307
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant1_Leaf2_Cell3	R. squarrosus_c7	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 1	pleurocarp																prosenchymatic																									58.571	5.833	8.314
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant1_Leaf2_Cell_Average	R. squarrosus_c8	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 1	pleurocarp																prosenchymatic																									56.363	5.478	8.246
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant1_Leaf3_Cell1	R. squarrosus_c9	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 1	pleurocarp																prosenchymatic																									57.942	5.5	9.117
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant1_Leaf3_Cell2	R. squarrosus_c10	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 1	pleurocarp																prosenchymatic																									61.367	6.598	7.307
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant1_Leaf3_Cell3	R. squarrosus_c11	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 1	pleurocarp																prosenchymatic																									63.588	7.178	8.314
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant1_Leaf3_Cell_Average	R. squarrosus_c12	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 1	pleurocarp																prosenchymatic																									60.966	6.425	8.246
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant2_Leaf1_Cell1	R. squarrosus_c13	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 2	pleurocarp																prosenchymatic																									56.714	6.841	9.117
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant2_Leaf1_Cell2	R. squarrosus_c14	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 2	pleurocarp																prosenchymatic																									62.305	5.451	7.307
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant2_Leaf1_Cell3	R. squarrosus_c15	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 2	pleurocarp																prosenchymatic																									88.878	6.181	8.314
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant2_Leaf1_Cell_Average	R. squarrosus_c16	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 2	pleurocarp																prosenchymatic																									69.299	6.158	8.246
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant2_Leaf2_Cell1	R. squarrosus_c17	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 2	pleurocarp																prosenchymatic																									74.631	7.659	9.117
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant2_Leaf2_Cell2	R. squarrosus_c18	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 2	pleurocarp																prosenchymatic																									68.581	5.698	7.307
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant2_Leaf2_Cell3	R. squarrosus_c19	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 2	pleurocarp																prosenchymatic																									48.418	3.671	8.314
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant2_Leaf2_Cell_Average	R. squarrosus_c20	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 2	pleurocarp																prosenchymatic																									63.877	5.676	8.246
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant2_Leaf3_Cell1	R. squarrosus_c21	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 2	pleurocarp																prosenchymatic																									73.27	5.312	9.117
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant2_Leaf3_Cell2	R. squarrosus_c22	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 2	pleurocarp																prosenchymatic																									55.247	6.078	7.307
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant2_Leaf3_Cell3	R. squarrosus_c23	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 2	pleurocarp																prosenchymatic																									67.411	8.121	8.314
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant2_Leaf3_Cell_Average	R. squarrosus_c24	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 2	pleurocarp																prosenchymatic																									65.309	6.504	8.246
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant3_Leaf1_Cell1	R. squarrosus_c25	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 3	pleurocarp																prosenchymatic																									82.35	7.32	9.117
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant3_Leaf1_Cell2	R. squarrosus_c26	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 3	pleurocarp																prosenchymatic																									87.103	4.674	7.307
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant3_Leaf1_Cell3	R. squarrosus_c27	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 3	pleurocarp																prosenchymatic																									67.488	6.432	8.314
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant3_Leaf1_Cell_Average	R. squarrosus_c28	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 3	pleurocarp																prosenchymatic																									78.980	6.142	8.246
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant3_Leaf2_Cell1	R. squarrosus_c29	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 3	pleurocarp																prosenchymatic																									68.39	5.753	9.117
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant3_Leaf2_Cell2	R. squarrosus_c30	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 3	pleurocarp																prosenchymatic																									72.025	5.164	7.307
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant3_Leaf2_Cell3	R. squarrosus_c31	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 3	pleurocarp																prosenchymatic																									68.311	5.285	8.314
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant3_Leaf2_Cell_Average	R. squarrosus_c32	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 3	pleurocarp																prosenchymatic																									69.575	5.401	8.246
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant3_Leaf3_Cell1	R. squarrosus_c33	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 3	pleurocarp																prosenchymatic																									59.149	7.089	9.117
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant3_Leaf3_Cell2	R. squarrosus_c34	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 3	pleurocarp																prosenchymatic																									51.461	5.294	7.307
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant3_Leaf3_Cell3	R. squarrosus_c35	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 3	pleurocarp																prosenchymatic																									48.254	4.277	8.314
WOA_microscopy_Rhytidiadelphus.squarrosus_Plant3_Leaf3_Cell_Average	R. squarrosus_c36	cell	Hylocomiaceae	Rhytidiadelphus squarrosus	R. squarrosus	none	Plant 3	pleurocarp																prosenchymatic																									52.955	5.553	8.246
WOA_microscopy_Hypnum.cupressiforme_Plant1_Leaf1_Cell1	H. cupressiforme_c1	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 1	pleurocarp																prosenchymatic																									40.298	3.425	8.903
WOA_microscopy_Hypnum.cupressiforme_Plant1_Leaf1_Cell2	H. cupressiforme_c2	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 1	pleurocarp																prosenchymatic																									50.113	4.731	9.027
WOA_microscopy_Hypnum.cupressiforme_Plant1_Leaf1_Cell3	H. cupressiforme_c3	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 1	pleurocarp																prosenchymatic																									34.262	4.951	9.402
WOA_microscopy_Hypnum.cupressiforme_Plant1_Leaf1_Cell_Average	H. cupressiforme_c4	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 1	pleurocarp																prosenchymatic																									41.558	4.369	9.111
WOA_microscopy_Hypnum.cupressiforme_Plant1_Leaf2_Cell1	H. cupressiforme_c5	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 1	pleurocarp																prosenchymatic																									57.389	5.237	8.903
WOA_microscopy_Hypnum.cupressiforme_Plant1_Leaf2_Cell2	H. cupressiforme_c6	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 1	pleurocarp																prosenchymatic																									65.341	4.619	9.027
WOA_microscopy_Hypnum.cupressiforme_Plant1_Leaf2_Cell3	H. cupressiforme_c7	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 1	pleurocarp																prosenchymatic																									48.291	5.546	9.402
WOA_microscopy_Hypnum.cupressiforme_Plant1_Leaf2_Cell_Average	H. cupressiforme_c8	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 1	pleurocarp																prosenchymatic																									57.007	5.134	9.111
WOA_microscopy_Hypnum.cupressiforme_Plant1_Leaf3_Cell1	H. cupressiforme_c9	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 1	pleurocarp																prosenchymatic																									45.446	3.345	8.903
WOA_microscopy_Hypnum.cupressiforme_Plant1_Leaf3_Cell2	H. cupressiforme_c10	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 1	pleurocarp																prosenchymatic																									56.061	6.046	9.027
WOA_microscopy_Hypnum.cupressiforme_Plant1_Leaf3_Cell3	H. cupressiforme_c11	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 1	pleurocarp																prosenchymatic																									65.362	7.413	9.402
WOA_microscopy_Hypnum.cupressiforme_Plant1_Leaf3_Cell_Average	H. cupressiforme_c12	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 1	pleurocarp																prosenchymatic																									55.623	5.601	9.111
WOA_microscopy_Hypnum.cupressiforme_Plant2_Leaf1_Cell1	H. cupressiforme_c13	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 2	pleurocarp																prosenchymatic																									48.483	4.247	8.903
WOA_microscopy_Hypnum.cupressiforme_Plant2_Leaf1_Cell2	H. cupressiforme_c14	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 2	pleurocarp																prosenchymatic																									48.287	4.157	9.027
WOA_microscopy_Hypnum.cupressiforme_Plant2_Leaf1_Cell3	H. cupressiforme_c15	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 2	pleurocarp																prosenchymatic																									45.022	5.615	9.402
WOA_microscopy_Hypnum.cupressiforme_Plant2_Leaf1_Cell_Average	H. cupressiforme_c16	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 2	pleurocarp																prosenchymatic																									47.264	4.673	9.111
WOA_microscopy_Hypnum.cupressiforme_Plant2_Leaf2_Cell1	H. cupressiforme_c17	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 2	pleurocarp																prosenchymatic																									59.901	4.371	8.903
WOA_microscopy_Hypnum.cupressiforme_Plant2_Leaf2_Cell2	H. cupressiforme_c18	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 2	pleurocarp																prosenchymatic																									53.209	5.833	9.027
WOA_microscopy_Hypnum.cupressiforme_Plant2_Leaf2_Cell3	H. cupressiforme_c19	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 2	pleurocarp																prosenchymatic																									44.863	4.611	9.402
WOA_microscopy_Hypnum.cupressiforme_Plant2_Leaf2_Cell_Average	H. cupressiforme_c20	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 2	pleurocarp																prosenchymatic																									52.658	4.938	9.111
WOA_microscopy_Hypnum.cupressiforme_Plant2_Leaf3_Cell1	H. cupressiforme_c21	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 2	pleurocarp																prosenchymatic																									48.873	4.274	8.903
WOA_microscopy_Hypnum.cupressiforme_Plant2_Leaf3_Cell2	H. cupressiforme_c22	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 2	pleurocarp																prosenchymatic																									56.636	3.512	9.027
WOA_microscopy_Hypnum.cupressiforme_Plant2_Leaf3_Cell3	H. cupressiforme_c23	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 2	pleurocarp																prosenchymatic																									65.981	3.420	9.402
WOA_microscopy_Hypnum.cupressiforme_Plant2_Leaf3_Cell_Average	H. cupressiforme_c24	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 2	pleurocarp																prosenchymatic																									57.163	3.735	9.111
WOA_microscopy_Hypnum.cupressiforme_Plant3_Leaf1_Cell1	H. cupressiforme_c25	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 3	pleurocarp																prosenchymatic																									46.524	5.061	8.903
WOA_microscopy_Hypnum.cupressiforme_Plant3_Leaf1_Cell2	H. cupressiforme_c26	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 3	pleurocarp																prosenchymatic																									56.966	5.742	9.027
WOA_microscopy_Hypnum.cupressiforme_Plant3_Leaf1_Cell3	H. cupressiforme_c27	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 3	pleurocarp																prosenchymatic																									44.311	4.540	9.402
WOA_microscopy_Hypnum.cupressiforme_Plant3_Leaf1_Cell_Average	H. cupressiforme_c28	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 3	pleurocarp																prosenchymatic																									49.267	5.114	9.111
WOA_microscopy_Hypnum.cupressiforme_Plant3_Leaf2_Cell1	H. cupressiforme_c29	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 3	pleurocarp																prosenchymatic																									49.608	4.398	8.903
WOA_microscopy_Hypnum.cupressiforme_Plant3_Leaf2_Cell2	H. cupressiforme_c30	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 3	pleurocarp																prosenchymatic																									54.540	4.889	9.027
WOA_microscopy_Hypnum.cupressiforme_Plant3_Leaf2_Cell3	H. cupressiforme_c31	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 3	pleurocarp																prosenchymatic																									62.970	4.808	9.402
WOA_microscopy_Hypnum.cupressiforme_Plant3_Leaf2_Cell_Average	H. cupressiforme_c32	cell	Hypnaceae	Hypnum cupressiforme	H. cupressiforme	none	Plant 3	pleurocarp																prosenchymatic																									55.706	4.698	9.111
WOA_microscopy_Grimmia.pulvinata_Plant1_Leaf1_Cell1	G. pulvinata_c1	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 1	apocarp																square																									16.406	6.42	17.713
WOA_microscopy_Grimmia.pulvinata_Plant1_Leaf1_Cell2	G. pulvinata_c2	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 1	apocarp																square																									15.111	6.653	17.308
WOA_microscopy_Grimmia.pulvinata_Plant1_Leaf1_Cell3	G. pulvinata_c3	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 1	apocarp																square																									7.333	6.693	18.148
WOA_microscopy_Grimmia.pulvinata_Plant1_Leaf1_Cell_Average	G. pulvinata_c4	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 1	apocarp																square																									12.950	6.589	17.723
WOA_microscopy_Grimmia.pulvinata_Plant1_Leaf2_Cell1	G. pulvinata_c5	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 1	apocarp																square																									15.459	13.619	17.713
WOA_microscopy_Grimmia.pulvinata_Plant1_Leaf2_Cell2	G. pulvinata_c6	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 1	apocarp																square																									11.458	8.314	17.308
WOA_microscopy_Grimmia.pulvinata_Plant1_Leaf2_Cell3	G. pulvinata_c7	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 1	apocarp																square																									15.029	6.202	18.148
WOA_microscopy_Grimmia.pulvinata_Plant1_Leaf2_Cell_Average	G. pulvinata_c8	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 1	apocarp																square																									13.982	9.378	17.723
WOA_microscopy_Grimmia.pulvinata_Plant1_Leaf3_Cell1	G. pulvinata_c9	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 1	apocarp																square																									11.087	6.627	17.713
WOA_microscopy_Grimmia.pulvinata_Plant1_Leaf3_Cell2	G. pulvinata_c10	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 1	apocarp																square																									10.124	7.941	17.308
WOA_microscopy_Grimmia.pulvinata_Plant1_Leaf3_Cell3	G. pulvinata_c11	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 1	apocarp																square																									15.751	7.659	18.148
WOA_microscopy_Grimmia.pulvinata_Plant1_Leaf3_Cell_Average	G. pulvinata_c12	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 1	apocarp																square																									12.321	7.409	17.723
WOA_microscopy_Grimmia.pulvinata_Plant2_Leaf1_Cell1	G. pulvinata_c13	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 2	apocarp																square																									12.862	7.211	17.713
WOA_microscopy_Grimmia.pulvinata_Plant2_Leaf1_Cell2	G. pulvinata_c14	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 2	apocarp																square																									13.173	7.778	17.308
WOA_microscopy_Grimmia.pulvinata_Plant2_Leaf1_Cell3	G. pulvinata_c15	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 2	apocarp																square																									15.766	5.574	18.148
WOA_microscopy_Grimmia.pulvinata_Plant2_Leaf1_Cell_Average	G. pulvinata_c16	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 2	apocarp																square																									13.934	6.854	17.723
WOA_microscopy_Grimmia.pulvinata_Plant2_Leaf2_Cell1	G. pulvinata_c17	cell	Grimmiaceae	Grimmia pulvinata	G. pulvinata	none	Plant 2	apocarp																square																									17.6	6.965	17.713
